event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR206614,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novodanylivka,47.5242,35.8235,2,Institute for the Study of War; Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 4 February 2025, Russian Forces, supported by air force, launched assault actions on Ukrainian positions near Novodanylivka, Zaporizhia. Russian Forces shelled Novodanylivka with artillery. Casualties unknown.",0,,1739305049
UKR206615,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Novoliubivka,49.1555,37.9502,2,Institute for the Study of War,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Novoliubivka, Luhansk. Casualties unknown.",0,,1739305049
UKR206616,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Novoosynove,49.6193,37.7098,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Novoosynove, Kharkiv. Casualties unknown.",0,,1739305049
UKR206617,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Novosilka,47.8355,36.6894,2,Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Novosilka, Donetsk. Casualties unknown.",0,,1739305049
UKR206618,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Orikhovo-Vasylivka,48.6801,37.8802,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces clashed with Ukrainian Forces near Orikhovo-Vasylivka, Donetsk. According to Russian sources, 200 Ukrainian soldiers, including from the territorial defense units, were killed in the area of Chasiv Yar, Dachne, Kostiantynivka, Tykhonivka, Bilokuzmynivka and Orikhovo-Vasylivka [Russian MoD reported 200 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,,1739305049
UKR206619,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Petropavlivka,49.7162,37.7171,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Petropavlivka, Kharkiv. Casualties unknown.",0,,1739305049
UKR206620,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Pishchane,49.656,37.7813,2,Institute for the Study of War,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Pishchane, Kharkiv. Casualties unknown.",0,,1739305049
UKR206621,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Predtechyne,48.5234,37.8121,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Predtechyne, Donetsk. Casualties unknown.",0,,1739305049
UKR206622,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Promin,48.2691,37.3179,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Promin, Donetsk. 146 Russian soldiers were killed and injured in the area of Myroliubivka, Promin, Kotlyne, Udachne, Uspenivka, Andriivka and Dachne (coded as 73 fatalities split across 7 events. 11 fatalities coded to this event). Ukrainian Forces destroyed 12 vehicles, 2 motorcycles and other equipment of Russian Forces in Pokrovsk direction.",11,,1739305049
UKR206623,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Rozdolne,47.9068,36.9178,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Rozdolne, Donetsk. According to Russian sources, 120 Ukrainian soldiers, including from the territorial defense units, were killed in the area of Rozlyv, Huliaipole, Burlatske, Bahatyr and Rozdolne [Russian MoD reported 120 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1739305049
UKR206624,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Rozlyv,47.972,36.9995,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Rozlyv, Donetsk. According to Russian sources, 120 Ukrainian soldiers, including from the territorial defense units (coded to Rozlyv), were killed in the area of Rozlyv, Huliaipole, Burlatske, Bahatyr and Rozdolne [Russian MoD reported 120 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1739305049
UKR206625,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Shcherbynivka,48.3943,37.7901,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Shcherbynivka, Donetsk. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1739305049
UKR206626,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Stupochky,48.5365,37.827,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Stupochky, Donetsk. Casualties unknown.",0,,1739305049
UKR206627,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Topoli,49.9623,37.9074,2,Deep State,National,"On 4 February 2025, Russian Forces advanced near Topoli, Kharkiv, following the clashes with Ukrainian Forces. Casualties unknown.",0,,1739305049
UKR206628,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Toretsk,48.3934,37.8453,2,Institute for the Study of War; Ministry of Defence of Ukraine; WarGonzo,Other-National,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Toretsk, Donetsk. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1739305049
UKR206629,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Mykolaivska,Tykhonivka,48.7186,37.7837,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces clashed with Ukrainian Forces near Tykhonivka, Donetsk. According to Russian sources, 200 Ukrainian soldiers, including from the territorial defense units, were killed in the area of Chasiv Yar, Dachne, Kostiantynivka, Tykhonivka, Bilokuzmynivka and Orikhovo-Vasylivka [Russian MoD reported 200 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1739305049
UKR206631,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Ulakly,47.9974,37.0851,2,Institute for the Study of War,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Ulakly, Donetsk. Casualties unknown.",0,,1739305049
UKR206632,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Uspenivka,47.917,37.2297,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Uspenivka, Donetsk. 146 Russian soldiers were killed and injured in the area of Myroliubivka, Promin, Kotlyne, Udachne, Uspenivka, Andriivka and Dachne (coded as 73 fatalities split across 7 events. 10 fatalities coded to this event). Ukrainian Forces destroyed 12 vehicles, 2 motorcycles and other equipment of Russian Forces in Pokrovsk direction. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event]. Overall fatalities coded as 11.",11,,1739305049
UKR206633,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Vovchansk,50.2908,36.9411,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Vovchansk, Kharkiv. According to Russian sources, 30 Ukrainian soldiers, including from the territorial defense units, were killed in the area of Vovchansk [Russian MoD reported 30 fatalities. Coded as 10 fatalities].",10,,1739305049
UKR206634,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Lymanska,Yampolivka,49.0708,37.9546,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Yampolivka, Donetsk. According to Russian sources, 220 Ukrainian soldiers were killed in the area of Yampolivka, Kolodiazne, Kutkivka, Doroshivka, Kindrashivka, Pischane, Nova Kruhliakivka and Zelenyi Hai [Russian MoD reported 220 fatalities. Coded as 10 fatalities split across 8 events. 2 fatalities coded to this event].",2,,1739305050
UKR206635,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Yelyzavetivka,48.3035,37.4493,2,Institute for the Study of War,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Yelyzavetivka, Donetsk. Casualties unknown.",0,,1739305050
UKR206636,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Zahryzove,49.5046,37.7122,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Zahryzove, Kharkiv. Casualties unknown.",0,,1739305050
UKR206637,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Zapadne,49.8219,37.6145,2,Deep State,National,"On 4 February 2025, Russian Forces advanced near Zapadne, Kharkiv, following the clashes with Ukrainian Forces. Casualties unknown.",0,,1739305050
UKR206638,2025-02-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Zelenivka,47.9657,37.0931,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces launched assault actions on Ukrainian positions near Zelenivka, Donetsk. Casualties unknown.",0,,1739305050
UKR206911,2025-02-04,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Ukraine (2019-) State Emergency Service of Ukraine,,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,2,Suspilne Media; Ukrinform,National,"Defusal: On 4 February 2025, the State Emergency Service of Ukraine defused an unexploded warhead of a Russian Geran-2 drone in a forest area in Kyiv region (coded to Kyiv, Kyiv). No casualties.",0,,1739305051
UKR206912,2025-02-04,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Poltava,Poltavskyi,Poltavska,Poltava,49.5937,34.5407,3,Flot 2017; Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Suspilne Media; Ukrinform,Other-National,"Interception: On 4 February 2025, Russian Forces launched 65 Shahed and decoy drones. Ukrainian Forces shot down 37 drones, some of them over Poltava region (coded to Poltava, Poltava). 28 drones were locally lost, likely due to Ukrainian electronic warfare (EW) interference. No casualties.",0,,1739305051
UKR206914,2025-02-04,2025,2,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Ukraine (2019-) Security Service of Ukraine,,State forces,Unidentified Armed Group (Ukraine),,Political militia,State forces-Political militia,,804,Europe,Ukraine,Chernivtsi,Vyzhnytskyi,Vyzhnytska,Vyzhnytsya,48.248,25.1945,2,24 Channel; Suspilne Media; Ukrayinska Pravda,National,"Defusal: Around 4 February 2025 (as reported), the Security Service of Ukraine arrested 2 individuals and prevented the explosion of an explosive device set by the individuals in an outbuilding, where the police was called for under false pretenses, in the Vyzhnytskyi district (coded to Vyzhnytsya, Chernivtsi). According to the Security Service, the individuals were acting on the orders coming from the Russian Federation and were intending to harm police.",0,,1739305051
UKR206972,2025-02-04,2025,1,Political violence,Battles,Non-state actor overtakes territory,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Novomlynsk,49.8817,37.7349,1,ITAR-TASS; Ministry of Defence of Russia,Regional,"On 4 February 2025, according to Russian sources, Russian Forces took control over Novomlynsk, Kharkiv, following the clashes with Ukrainian Forces. Casualties unknown.",0,,1739305052
UKR206984,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Bahatyr,47.9931,36.9391,1,Liveuamap,Local partner-New media,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Bahatyr, Donetsk. 1 civilian was injured.",0,,1739305052
UKR206985,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Sumy,Sumskyi,Krasnopilska,Hrabovske,50.6984,35.4544,1,Ministry of Defence of Ukraine; Suspilne Media; ZMINA,Other-National,"On 4 February 2025, Russian Forces shelled Hrabovske, Sumy, with suspected 82mm mortars. 1 civilian was killed.",1,,1739305052
UKR206986,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,24 Channel; Flot 2017; Institute for the Study of War; Novoye Vremya Ukraine; RFE/RL; Sprotyv; Suspilne Media; Ukrinform; Unian; ZMINA,Other-National,"On 4 February 2025, Russian Forces struck Izium, Kharkiv, with a suspected Iskander-M ballistic missile. The strike partially destroyed the City council building, damaged another administrative building and 3 apartment buildings. 5 civilians were killed and 55 civilians were injured.",5,local administrators,1739305052
UKR206987,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Sumy,Sumskyi,Krasnopilska,Mykhailivka,50.7973,35.3186,1,Ministry of Defence of Ukraine; Suspilne Media; ZMINA,Other-National,"On 4 February 2025, Russian Forces shelled Mykhailivka, Sumy, with suspected 122mm artillery. 1 civilian was injured.",0,,1739305052
UKR206988,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Mylove,47.0691,33.6292,1,Suspilne Media,National,"On 4 February 2025, Russian Forces shelled Mylove, Kherson, with artillery. 1 civilian was killed.",1,,1739305052
UKR206989,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Donetsk,Kramatorskyi,Lymanska,Rubtsi,49.1772,37.5666,1,Liveuamap,Local partner-New media,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Rubtsi, Donetsk. 1 civilian was injured.",0,,1739305052
UKR206990,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Sopych,51.8486,34.3641,1,Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces shelled Sopych, Sumy. 2 civilians were injured.",0,,1739305052
UKR207004,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Hryshyne,48.329,37.0798,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Hryshyne, Donetsk. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1739305052
UKR207005,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Kolodiazne,50.0061,37.6852,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Kolodiazne, Kharkiv. According to Russian sources, 220 Ukrainian soldiers were killed in the area of Yampolivka, Kolodiazne, Kutkivka, Doroshivka, Kindrashivka, Pischane, Nova Kruhliakivka and Zelenyi Hai [Russian MoD reported 220 fatalities. Coded as 10 fatalities split across 8 events. 2 fatalities coded to this event].",2,,1739305052
UKR207006,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Kotliarivka,48.141,36.9342,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Kotliarivka, Donetsk. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1739305052
UKR207008,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Lysivka,48.2246,37.2648,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Lysivka, Donetsk. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1739305052
UKR207009,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Stepnohirska,Mali Scherbaky,47.5479,35.553,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Mali Scherbaky, Zaporizhia. According to Russian sources, 60 Ukrainian soldiers were killed in the area of Orikhiv, Mali Scherbaky, Kamianske, Tokarivka and Prydniprovske [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1739305052
UKR207010,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Pischane,49.5693,37.8295,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Pischane, Kharkiv. According to Russian sources, 220 Ukrainian soldiers were killed in the area of Yampolivka, Kolodiazne, Kutkivka, Doroshivka, Kindrashivka, Pischane, Nova Kruhliakivka and Zelenyi Hai [Russian MoD reported 220 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1739305052
UKR207011,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Prydniprovske,46.6778,32.7892,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Prydniprovske, Kherson. According to Russian sources, 60 Ukrainian soldiers were killed in the area of Orikhiv, Mali Scherbaky, Kamianske, Tokarivka and Prydniprovske [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1739305052
UKR207012,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Tokarivka,46.7504,32.9513,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Tokarivka, Kherson. According to Russian sources, 60 Ukrainian soldiers were killed in the area of Orikhiv, Mali Scherbaky, Kamianske, Tokarivka and Prydniprovske [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1739305052
UKR207013,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Illinivska,Vodiane Druhe,48.3357,37.5056,2,Institute for the Study of War; Ministry of Defence of Russia,Other-Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Vodiane Druhe, Donetsk. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1739305052
UKR207014,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Yasenove,48.1056,37.0666,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Yasenove, Donetsk. According to Russian sources, 500 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Uspenivka, Andriivka, Vodiane Druhe, Lysivka, Hryshyne, Nadiivka, Kotliarivka and Yasenove [Russian MoD reported 500 fatalities. Coded as 10 fatalities split across 11 events. 0 fatalities coded to this event].",0,,1739305052
