event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR205159,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Lozova,49.4663,37.8039,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded to Kopanky), near Lozova, Kharkiv. According to Russian sources, 330 Ukrainian soldiers were killed in the area of Pischane, Lozova, Kopanky, Makiivka, Topoli, Zapadne, Zelenyi Hai, Krasne Pershe, Yampolivka, Hryhorivka and Ivanivka [Russian MoD reported 330 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1738712939
UKR205160,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Lyptsi,50.2037,36.4077,2,Institute for the Study of War; Ministry of Defence of Russia,Other-Regional,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded here), near Lyptsi, Kharkiv. According to Russian sources, 25 Ukrainian soldiers were killed in the area of Vovchansk and Lyptsi [Russian MoD reported 25 fatalities. Coded as 10 fatalities split across 2 events. 5 fatalities coded to this event].",5,,1738712939
UKR205161,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Lysivka,48.2246,37.2648,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces clashed with Ukrainian Forces, including territorial defense units (coded here), near Lysivka, Donetsk. According to Russian sources, 600 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Krymske, Lysivka, Zvirove, Novoyelyzavetivka, Vozdvyzhenka, Yasenove and Novovasylivka [Russian MoD reported 600 fatalities. Coded as 10 fatalities split across 10 events. 1 fatality coded to this event].",1,,1738712939
UKR205162,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Makiivka,49.2265,37.9863,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded to Kopanky), near Makiivka, Luhansk. According to Russian sources, 330 Ukrainian soldiers were killed in the area of Pischane, Lozova, Kopanky, Makiivka, Topoli, Zapadne, Zelenyi Hai, Krasne Pershe, Yampolivka, Hryhorivka and Ivanivka [Russian MoD reported 330 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1738712939
UKR205163,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Myroliubivka,48.2986,37.3804,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Myroliubivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205164,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Nadiia,49.3705,37.926,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Nadiia, Luhansk. Casualties unknown.",0,,1738712939
UKR205165,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Nadiivka,48.1431,37.007,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Nadiivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205166,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Volnovaska,Novoandriivka,47.6471,37.3491,2,Deep State; Institute for the Study of War; Ministry of Defence of Ukraine,Other-National,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions and advanced near Novoandriivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205167,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novodanylivka,47.5242,35.8235,2,Institute for the Study of War; Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 27 January 2025, Russian Forces, supported by air force, launched assault actions on Ukrainian positions near Novodanylivka, Zaporizhia. Russian Forces shelled Novodanylivka with artillery and MLRS. Casualties unknown.",0,,1738712939
UKR205168,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Novooleksandrivka,48.2797,37.559,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Novooleksandrivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205169,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,Novopokrovka,47.504,35.9885,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Novopokrovka, Zaporizhia. According to Russian sources, 40 Ukrainian soldiers were killed in the area of Stepnohirsk, Novopokrovka, Robotyne, Antonivka and Kherson [Russian MoD reported 40 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1738712939
UKR205171,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Novosilka,47.8355,36.6894,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Novosilka, Donetsk. Casualties unknown.",0,,1738712939
UKR205172,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Novoukrainka,47.8375,37.1047,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Novoukrainka, Donetsk. Casualties unknown.",0,,1738712939
UKR205174,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Novoyehorivka,49.8406,37.968,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Novoyehorivka, Kharkiv. Casualties unknown.",0,,1738712939
UKR205175,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Novoyelyzavetivka,48.1362,37.0409,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces clashed with Ukrainian Forces, including territorial defense units (coded to Lysivka), near Novoyelyzavetivka, Donetsk. According to Russian sources, 600 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Krymske, Lysivka, Zvirove, Novoyelyzavetivka, Vozdvyzhenka, Yasenove and Novovasylivka [Russian MoD reported 600 fatalities. Coded as 10 fatalities split across 10 events. 1 fatality coded to this event].",1,,1738712939
UKR205176,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Novyi Komar,47.8835,36.838,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Novyi Komar, Donetsk. Casualties unknown.",0,,1738712939
UKR205177,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Orikhovo-Vasylivka,48.6801,37.8802,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces clashed with Ukrainian Forces, including territorial defense units (coded to Chasiv Yar), near Orikhovo-Vasylivka, Donetsk. According to Russian sources, 220 Ukrainian soldiers were killed in the area of Chasiv Yar, Dachne, Yantarne, Verkhnokamianske, Zelenivka and Orikhovo-Vasylivka [Russian MoD reported 220 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,,1738712939
UKR205178,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Petropavlivka,49.7162,37.7171,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Petropavlivka, Kharkiv. Casualties unknown.",0,,1738712939
UKR205179,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Pischane,49.5693,37.8295,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded to Kopanky), near Pischane, Kharkiv. According to Russian sources, 330 Ukrainian soldiers were killed in the area of Pischane, Lozova, Kopanky, Makiivka, Topoli, Zapadne, Zelenyi Hai, Krasne Pershe, Yampolivka, Hryhorivka and Ivanivka [Russian MoD reported 330 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1738712939
UKR205180,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Pokrovsk,48.281,37.1814,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Pokrovsk, Donetsk. Casualties unknown.",0,,1738712939
UKR205181,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Predtechyne,48.5234,37.8121,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Predtechyne, Donetsk. Casualties unknown.",0,,1738712939
UKR205182,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Preobrazhenka,48.1151,36.9807,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Preobrazhenka, Donetsk. Casualties unknown.",0,,1738712939
UKR205183,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Promin,48.2691,37.3179,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Promin, Donetsk. Casualties unknown.",0,,1738712939
UKR205184,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Rivnopil,47.7868,36.7004,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces clashed with Ukrainian Forces near Rivnopil, Donetsk. According to Russian sources, 115 Ukrainian soldiers were killed in the area of Bahatyr, Vremivka and Rivnopil [Russian MoD reported 115 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,,1738712939
UKR205185,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Tokmatska,Robotyne,47.4478,35.837,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Robotyne, Zaporizhia. According to Russian sources, 40 Ukrainian soldiers were killed in the area of Stepnohirsk, Novopokrovka, Robotyne, Antonivka and Kherson [Russian MoD reported 40 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1738712939
